order_id;manufactory;product_name;segment;category;subcategory;product_id;product_available
US-2020-147627;Newell;Newell 327;Consumer;Office Supplies;Art;46;36
US-2020-147627;Staple envelope;Staple envelope;Consumer;Office Supplies;Envelopes;29;484
US-2020-147627;Apple;Apple iPhone 5C;Consumer;Technology;Phones;47;164
US-2020-147774;GBC;GBC DocuBind TL200 Manual Binding Machine;Corporate;Office Supplies;Binders;48;399
US-2020-148614;Eldon;Eldon Expressions Desk Accessory, Wood Pencil Holder, Oak;Consumer;Furniture;Furnishings;44;280
US-2020-148614;Wirebound;"Wirebound Service Call Books, 5 1/2"" x 4""";Consumer;Office Supplies;Paper;49;499
US-2020-167927;Ultra;Ultra Door Push Plate;Consumer;Furniture;Furnishings;50;364
US-2020-167927;Eldon;Eldon ClusterMat Chair Mat with Cordless Antistatic Protection;Consumer;Furniture;Furnishings;51;474
US-2020-167927;Holmes;Holmes Replacement Filter for HEPA Air Cleaner, Very Large Room, HEPA Filter;Consumer;Office Supplies;Appliances;52;442
US-2020-167927;Panasonic;Panasonic KP-4ABK Battery-Operated Pencil Sharpener;Consumer;Office Supplies;Art;53;163
US-2020-167927;Acco;"Acco Pressboard Covers with Storage Hooks, 9 1/2"" x 11"", Executive Red";Consumer;Office Supplies;Binders;54;139
US-2020-167927;Storex;Storex Dura Pro Binders;Consumer;Office Supplies;Binders;55;498
US-2020-167927;Eldon;Eldon Fold 'N Roll Cart System;Consumer;Office Supplies;Storage;56;25
US-2020-167927;Fellowes;Fellowes Bases and Tops For Staxonsteel/High-Stak Systems;Consumer;Office Supplies;Storage;57;403
US-2020-110422;Ultra;Ultra Door Pull Handle;Consumer;Furniture;Furnishings;58;128
US-2020-102645;Xerox;Xerox 195;Consumer;Office Supplies;Paper;59;119
US-2020-146997;Alliance;Alliance Big Bands Rubber Bands, 12/Pack;Consumer;Office Supplies;Fasteners;60;61
US-2020-155502;Eldon;Eldon Image Series Black Desk Accessories;Home Office;Furniture;Furnishings;61;32
US-2020-155502;GE;GE General Use Halogen Bulbs, 100 Watts, 1 Bulb per Pack;Home Office;Furniture;Furnishings;62;253
US-2020-155502;REDIFORM;"REDIFORM Incoming/Outgoing Call Register, 11"" X 8 1/2"", 100 Messages";Home Office;Office Supplies;Paper;63;117
US-2020-155502;Eureka;"Eureka Recycled Copy Paper 8 1/2"" x 11"", Ream";Home Office;Office Supplies;Paper;64;220
US-2020-155502;SAFCO;SAFCO Commercial Wire Shelving, 72h;Home Office;Office Supplies;Storage;65;194
US-2020-155502;Jabra;Jabra SPEAK 410;Home Office;Technology;Phones;66;66
US-2020-155502;Other;Macally Suction Cup Mount;Home Office;Technology;Phones;67;364
US-2020-167997;SAFCO;Safco Value Mate Series Steel Bookcases, Baked Enamel Finish on Steel, Gray;Corporate;Furniture;Bookcases;68;52
US-2020-167997;Wilson Jones;Wilson Jones 14 Line Acrylic Coated Pressboard Data Binders;Corporate;Office Supplies;Binders;69;306
US-2020-117163;Balt;Balt Split Level Computer Training Table;Consumer;Furniture;Tables;70;432
US-2020-117163;Dixon;Dixon Ticonderoga Core-Lock Colored Pencils;Consumer;Office Supplies;Art;71;305
US-2020-117163;Other;Recycled Steel Personal File for Hanging File Folders;Consumer;Office Supplies;Storage;72;356
US-2020-100328;Pressboard;"Pressboard Covers with Storage Hooks, 9 1/2"" x 11"", Light Blue";Consumer;Office Supplies;Binders;73;328
US-2020-134103;Xerox;Xerox 1972;Consumer;Office Supplies;Paper;74;425
US-2020-134103;Space Solutions;Space Solutions HD Industrial Steel Shelving.;Consumer;Office Supplies;Storage;75;83
US-2020-115161;Sauder;Sauder Facets Collection Library, Sky Alder Finish;Consumer;Furniture;Bookcases;76;27
US-2020-140795;Enermax;Enermax Aurora Lite Keyboard;Consumer;Technology;Accessories;77;363
US-2020-123400;Other;Surelock Post Binders;Consumer;Office Supplies;Binders;78;1
US-2020-123400;AT&T;AT&T 17929 Lendline Telephone;Consumer;Technology;Phones;79;281
US-2020-139857;Other;Staples;Home Office;Office Supplies;Fasteners;80;220
US-2020-111059;Avery;Avery Durable Poly Binders;Consumer;Office Supplies;Binders;81;316
US-2020-111059;Ibico;Ibico Laser Imprintable Binding System Covers;Consumer;Office Supplies;Binders;82;110
US-2020-104808;GBC;GBC Standard Recycled Report Covers, Clear Plastic Sheets;Corporate;Office Supplies;Binders;40;171
US-2020-107181;GBC;GBC Recycled Grain Textured Covers;Home Office;Office Supplies;Binders;83;409
US-2020-107181;Message Book;"Message Book, Standard Line ""While You Were Out"", 5 1/2"" X 4"", 200 Sets/Book";Home Office;Office Supplies;Paper;84;402
US-2020-108182;Avery;Avery Flip-Chart Easel Binder, Black;Consumer;Office Supplies;Binders;85;223
US-2020-131905;Avery;Avery 480;Corporate;Office Supplies;Labels;86;83
US-2020-131905;AT&T;AT&T CL82213;Corporate;Technology;Phones;87;446
US-2020-131905;Other;Aastra 57i VoIP phone;Corporate;Technology;Phones;88;67
US-2020-107755;Maxell;Maxell DVD-RAM Discs;Corporate;Technology;Accessories;89;90
US-2020-169390;Acco;Acco Perma 4000 Stacking Storage Drawers;Corporate;Office Supplies;Storage;90;320
US-2020-125759;Master Caster;Master Caster Door Stop, Large Brown;Home Office;Furniture;Furnishings;91;252
US-2020-127614;Hon;Hon 2111 Invitation Series Corner Table;Consumer;Furniture;Tables;92;125
US-2020-127614;Wilson Jones;Wilson Jones Leather-Like Binders with DublLock Round Rings;Consumer;Office Supplies;Binders;93;296
US-2020-127614;Enermax;Enermax Aurora Lite Keyboard;Consumer;Technology;Accessories;77;442
US-2020-168368;Global;Global Value Mid-Back Manager's Chair, Gray;Consumer;Furniture;Chairs;94;444
US-2020-168368;Other;"Rubbermaid ClusterMat Chairmats, Mat Size- 66"" x 60"", Lip 20"" x 11"" -90 Degree Angle";Consumer;Furniture;Furnishings;95;184
US-2020-168368;Other;VariCap6 Expandable Binder;Consumer;Office Supplies;Binders;96;404
US-2020-168368;Wilson Jones;Wilson Jones Turn Tabs Binder Tool for Ring Binders;Consumer;Office Supplies;Binders;97;396
US-2020-168368;Avery;Avery 483;Consumer;Office Supplies;Labels;98;485
US-2020-168368;Fellowes;Fellowes Neat Ideas Storage Cubes;Consumer;Office Supplies;Storage;99;151
US-2020-110674;Global;Global Geo Office Task Chair, Gray;Consumer;Furniture;Chairs;100;257
US-2020-107706;Other;Memo Book, 100 Message Capacity, 5 3/8” x 11”;Consumer;Office Supplies;Paper;101;482
US-2020-121762;Belkin;Belkin 8 Outlet Surge Protector;Corporate;Office Supplies;Appliances;102;46
US-2020-121762;Other;Compact Automatic Electric Letter Opener;Corporate;Office Supplies;Supplies;103;206
US-2020-121762;Logitech;Logitech G600 MMO Gaming Mouse;Corporate;Technology;Accessories;104;201
US-2020-165568;Pressboard;Pressboard Data Binders by Wilson Jones;Corporate;Office Supplies;Binders;105;191
US-2020-122567;Holmes;Holmes Cool Mist Humidifier for the Whole House with 8-Gallon Output per Day, Extended Life Filter;Consumer;Office Supplies;Appliances;106;287
US-2020-122567;Wilson Jones;Wilson Jones Easy Flow II Sheet Lifters;Consumer;Office Supplies;Binders;107;135
US-2020-154165;Staples in misc. colors;Staples in misc. colors;Consumer;Office Supplies;Art;108;235
US-2020-152905;Akro;Akro Stacking Bins;Consumer;Office Supplies;Storage;109;193
US-2020-165589;DAX;DAX Copper Panel Document Frame, 5 x 7 Size;Consumer;Furniture;Furnishings;110;486
US-2020-109491;Master Caster;Master Caster Door Stop, Brown;Corporate;Furniture;Furnishings;111;182
US-2020-109491;Enermax;Enermax Briskie RF Wireless Keyboard and Mouse Combo;Corporate;Technology;Accessories;112;318
US-2020-164903;Xerox;Xerox 204;Home Office;Office Supplies;Paper;113;283
US-2020-165540;GBC;GBC Standard Plastic Binding Systems Combs;Consumer;Office Supplies;Binders;1;118
US-2020-133354;Xerox;Xerox 220;Consumer;Office Supplies;Paper;114;65
US-2020-103744;GBC;GBC Plastic Binding Combs;Home Office;Office Supplies;Binders;115;149
US-2020-103744;Staple-on labels;Staple-on labels;Home Office;Office Supplies;Labels;116;56
US-2020-137680;TOPS;TOPS 4 x 6 Fluorescent Color Memo Sheets, 500 Sheets per Pack;Consumer;Office Supplies;Paper;117;386
US-2020-137680;Message Book;"Message Book, Wirebound, Four 5 1/2"" X 4"" Forms/Pg., 200 Dupl. Sets/Book";Consumer;Office Supplies;Paper;0;174
US-2020-156545;Zebra;Zebra Zazzle Fluorescent Highlighters;Consumer;Office Supplies;Art;118;351
US-2020-104269;Global;Global Deluxe High-Back Manager's Chair;Consumer;Furniture;Chairs;7;472
US-2020-113880;Novimex;Novimex Swivel Fabric Task Chair;Home Office;Furniture;Chairs;119;339
US-2020-113880;Other;"Black Print Carbonless 8 1/2"" x 8 1/4"" Rapid Memo Book";Home Office;Office Supplies;Paper;120;132
US-2020-131009;Other;Harbour Creations Steel Folding Chair;Consumer;Furniture;Chairs;121;152
US-2020-131009;DAX;DAX Black Cherry Wood-Tone Poster Frame;Consumer;Furniture;Furnishings;34;335
US-2020-131009;Other;Plymouth Boxed Rubber Bands by Plymouth;Consumer;Office Supplies;Fasteners;122;300
US-2020-131009;Fellowes;Fellowes Bankers Box Recycled Super Stor/Drawer;Consumer;Office Supplies;Storage;123;101
US-2020-143707;Other;Sannysis Cute Owl Design Soft Skin Case Cover for Samsung Galaxy S4;Home Office;Technology;Phones;124;227
US-2020-168312;Bevis;Bevis Round Conference Room Tables and Bases;Consumer;Furniture;Tables;125;428
US-2020-168312;Other;Recycled Steel Personal File for Hanging File Folders;Consumer;Office Supplies;Storage;72;277
US-2020-107524;Staple envelope;Staple envelope;Home Office;Office Supplies;Envelopes;29;274
US-2020-107524;Array;Array Parchment Paper, Assorted Colors;Home Office;Office Supplies;Paper;126;203
US-2020-111157;Xerox 1971;Xerox 1971;Corporate;Office Supplies;Paper;127;363
US-2020-111157;Other;Hypercom P1300 Pinpad;Corporate;Technology;Accessories;128;94
US-2020-105648;Bevis;Bevis Oval Conference Table, Walnut;Consumer;Furniture;Tables;129;87
US-2020-127964;Cardinal;Cardinal HOLDit! Binder Insert Strips,Extra Strips;Home Office;Office Supplies;Binders;130;100
US-2020-127964;Ibico;Ibico Laser Imprintable Binding System Covers;Home Office;Office Supplies;Binders;82;486
US-2020-127964;Other;PowerGen Dual USB Car Charger;Home Office;Technology;Phones;131;4
US-2020-127978;O'Sullivan;O'Sullivan 4-Shelf Bookcase in Odessa Pine;Corporate;Furniture;Bookcases;39;58
US-2020-127978;Avery;Avery 495;Corporate;Office Supplies;Labels;132;82
US-2020-127978;Eldon;Eldon Shelf Savers Cubes and Bins;Corporate;Office Supplies;Storage;133;220
US-2020-130421;Other;3.6 Cubic Foot Counter Height Office Refrigerator;Consumer;Office Supplies;Appliances;134;328
US-2020-155852;Zebra;Zebra Zazzle Fluorescent Highlighters;Consumer;Office Supplies;Art;118;363
US-2020-116239;Other;Sensible Storage WireTech Storage Systems;Consumer;Office Supplies;Storage;135;417
US-2020-117016;BIC;BIC Brite Liner Highlighters, Chisel Tip;Consumer;Office Supplies;Art;136;445
US-2020-169061;Newell;Newell 345;Consumer;Office Supplies;Art;137;411
US-2020-169061;GBC;GBC Wire Binding Combs;Consumer;Office Supplies;Binders;138;250
US-2020-169061;Xerox;Xerox 1891;Consumer;Office Supplies;Paper;139;36
US-2020-169061;Acme;Acme Forged Steel Scissors with Black Enamel Handles;Consumer;Office Supplies;Supplies;140;202
US-2020-169061;Logitech;Logitech Wireless Gaming Headset G930;Consumer;Technology;Accessories;141;82
US-2020-104563;Office Star;Office Star - Task Chair with Contemporary Loop Arms;Corporate;Furniture;Chairs;142;267
US-2020-104563;Global;Global Leather and Oak Executive Chair, Black;Corporate;Furniture;Chairs;143;350
US-2020-104563;Newell;Newell Chalk Holder;Corporate;Office Supplies;Art;144;304
US-2020-104563;Other;"Contico 72""H Heavy-Duty Storage System";Corporate;Office Supplies;Storage;145;194
US-2020-131982;Other;Catalog Binders with Expanding Posts;Home Office;Office Supplies;Binders;146;73
US-2020-156587;Global;Global Push Button Manager's Chair, Indigo;Consumer;Furniture;Chairs;147;253
US-2020-156587;Newell;Newell 330;Consumer;Office Supplies;Art;148;462
US-2020-156587;Carina;"Carina 42""Hx23 3/4""W Media Storage Unit";Consumer;Office Supplies;Storage;149;432
US-2020-100279;Other;"Geographics Note Cards, Blank, White, 8 1/2"" x 11""";Consumer;Office Supplies;Paper;150;226
US-2020-140116;Boston;BOSTON Ranger #55 Pencil Sharpener, Black;Consumer;Office Supplies;Art;151;250
US-2020-140116;Tennsco;Tennsco 6- and 18-Compartment Lockers;Consumer;Office Supplies;Storage;26;66
US-2020-103338;Other;Economy #2 Pencils;Consumer;Office Supplies;Art;152;232
US-2020-114790;Fellowes;Fellowes Premier Superior Surge Suppressor, 10-Outlet, With Phone and Remote;Corporate;Office Supplies;Appliances;153;423
US-2020-114790;Xerox;Xerox 198;Corporate;Office Supplies;Paper;154;207
US-2020-114790;Maxell;Maxell DVD-RAM Discs;Corporate;Technology;Accessories;89;412
US-2020-114790;Panasonic;Panasonic KX-TG9471B;Corporate;Technology;Phones;155;162
US-2020-158337;Southworth;Southworth 100% Résumé Paper, 24lb.;Consumer;Office Supplies;Paper;156;233
US-2020-166884;Eldon;Eldon Wave Desk Accessories;Consumer;Furniture;Furnishings;157;287
US-2020-166884;Stockwell;Stockwell Push Pins;Consumer;Office Supplies;Fasteners;158;219
US-2020-100293;Xerox;Xerox 1887;Home Office;Office Supplies;Paper;159;142
US-2020-114510;GBC;GBC Wire Binding Combs;Consumer;Office Supplies;Binders;138;486
US-2020-114510;Other;"Premium Transparent Presentation Covers, No Pattern/Clear, 8 1/2"" x 11""";Consumer;Office Supplies;Binders;160;51
US-2020-114510;Carina;Carina Double Wide Media Storage Towers in Natural & Black;Consumer;Office Supplies;Storage;161;27
US-2020-114510;Staple magnet;Staple magnet;Consumer;Office Supplies;Storage;162;20
US-2020-114510;Imation;Imation 30456 USB Flash Drive 8GB;Consumer;Technology;Accessories;163;153
US-2020-125521;Global;Global Commerce Series High-Back Swivel/Tilt Chairs;Home Office;Furniture;Chairs;164;367
US-2020-152618;Xerox;Xerox 1963;Home Office;Office Supplies;Paper;165;136
US-2020-152618;Hewlett-Packard;Hewlett-Packard Deskjet 6540 Color Inkjet Printer;Home Office;Technology;Machines;166;144
US-2020-157623;Avery;Avery Hi-Liter Fluorescent Desk Style Markers;Corporate;Office Supplies;Art;167;277
US-2020-157623;Xerox;Xerox 1972;Corporate;Office Supplies;Paper;74;476
US-2020-149958;Eldon;Eldon Expressions Desk Accessory, Wood Photo Frame, Mahogany;Consumer;Furniture;Furnishings;168;318
US-2020-149958;Other;Insertable Tab Post Binder Dividers;Consumer;Office Supplies;Binders;169;65
US-2020-149958;GBC;GBC VeloBinder Manual Binding System;Consumer;Office Supplies;Binders;170;438
US-2020-149958;Xerox;Xerox 1889;Consumer;Office Supplies;Paper;171;56
US-2020-149958;Other;Hot File 7-Pocket, Floor Stand;Consumer;Office Supplies;Storage;172;145
US-2020-157609;Polycom;Polycom VoiceStation 500 Conference phone;Home Office;Technology;Phones;173;37
US-2020-118339;Bionaire;Bionaire Personal Warm Mist Humidifier/Vaporizer;Consumer;Office Supplies;Appliances;174;386
US-2020-118339;Newell;Newell 35;Consumer;Office Supplies;Art;175;489
US-2020-118339;Avery;Avery Non-Stick Heavy Duty View Round Locking Ring Binders;Consumer;Office Supplies;Binders;176;362
US-2020-118339;Wilson Jones;Wilson Jones 14 Line Acrylic Coated Pressboard Data Binders;Consumer;Office Supplies;Binders;69;136
US-2020-118339;Other;Memo Book, 100 Message Capacity, 5 3/8” x 11”;Consumer;Office Supplies;Paper;101;344
US-2020-127859;Xerox;Xerox 1909;Corporate;Office Supplies;Paper;177;49
US-2020-148838;Balt;Balt Solid Wood Round Tables;Corporate;Furniture;Tables;178;271
US-2020-148838;Bretford;Bretford Rectangular Conference Table Tops;Corporate;Furniture;Tables;179;83
US-2020-148838;Hon;"Hon 30"" x 60"" Table with Locking Drawer";Corporate;Furniture;Tables;180;466
US-2020-148838;Xerox;Xerox 1918;Corporate;Office Supplies;Paper;181;271
US-2020-148838;Xerox;Xerox 1926;Corporate;Office Supplies;Paper;182;111
US-2020-158442;Newell;Newell 333;Consumer;Office Supplies;Art;183;16
US-2020-158442;Xerox;Xerox 1966;Consumer;Office Supplies;Paper;184;39
US-2020-158442;Xerox;Xerox 1967;Consumer;Office Supplies;Paper;185;448
US-2020-164763;Belkin;Belkin 6 Outlet Metallic Surge Strip;Corporate;Office Supplies;Appliances;186;43
US-2020-164763;GBC;"GBC Twin Loop Wire Binding Elements, 9/16"" Spine, Black";Corporate;Office Supplies;Binders;187;147
US-2020-164763;Acco;"Acco Pressboard Covers with Storage Hooks, 9 1/2"" x 11"", Executive Red";Corporate;Office Supplies;Binders;54;431
US-2020-164763;Other;EcoTones Memo Sheets;Corporate;Office Supplies;Paper;188;277
US-2020-164763;Xerox;Xerox 1957;Corporate;Office Supplies;Paper;189;55
US-2020-111871;Bush;Bush Heritage Pine Collection 5-Shelf Bookcase, Albany Pine Finish, *Special Order;Home Office;Furniture;Bookcases;190;304
US-2020-131275;Eldon;Eldon Cleatmat Chair Mats for Medium Pile Carpets;Home Office;Furniture;Furnishings;191;101
US-2020-131275;Tennsco;Tennsco 6- and 18-Compartment Lockers;Home Office;Office Supplies;Storage;26;405
US-2020-131275;Other;Swingline SM12-08 MicroCut Jam Free Shredder;Home Office;Technology;Machines;192;162
US-2020-145317;Dana;"Dana Fluorescent Magnifying Lamp, White, 36""";Home Office;Furniture;Furnishings;193;186
US-2020-145317;Executive Impressions;"Executive Impressions 13"" Clairmont Wall Clock";Home Office;Furniture;Furnishings;194;96
US-2020-145317;Avery;Avery Fluorescent Highlighter Four-Color Set;Home Office;Office Supplies;Art;195;69
US-2020-145317;Other;Staples;Home Office;Office Supplies;Fasteners;80;205
US-2020-145317;Xerox;Xerox 195;Home Office;Office Supplies;Paper;59;350
US-2020-145317;Cisco;Cisco TelePresence System EX90 Videoconferencing Unit;Home Office;Technology;Machines;196;319
US-2020-145317;Hewlett-Packard;Hewlett-Packard Deskjet 6540 Color Inkjet Printer;Home Office;Technology;Machines;166;108
US-2020-103989;Other;Document Clip Frames;Corporate;Furniture;Furnishings;197;350
US-2020-103989;Eldon;Eldon Wave Desk Accessories;Corporate;Furniture;Furnishings;157;257
US-2020-103989;Avery;Avery Flip-Chart Easel Binder, Black;Corporate;Office Supplies;Binders;85;145
US-2020-103989;Avery;Avery 501;Corporate;Office Supplies;Labels;198;181
US-2020-103989;Other;Crate-A-Files;Corporate;Office Supplies;Storage;199;62
US-2020-103989;Logitech;Logitech Wireless Boombox Speaker - portable - wireless, wired;Corporate;Technology;Accessories;200;277
US-2020-103989;Cisco;Cisco 8x8 Inc. 6753i IP Business Phone System;Corporate;Technology;Phones;201;168
US-2020-107405;Tennsco;Tennsco Commercial Shelving;Corporate;Office Supplies;Storage;202;339
US-2020-140004;Binney & Smith;Binney & Smith inkTank Erasable Desk Highlighter, Chisel Tip, Yellow, 12/Box;Consumer;Office Supplies;Art;203;234
US-2020-140004;Binney & Smith;Binney & Smith Crayola Metallic Colored Pencils, 8-Color Set;Consumer;Office Supplies;Art;204;202
US-2020-155544;Global;Global Highback Leather Tilter in Burgundy;Consumer;Furniture;Chairs;21;446
US-2020-155544;DAX;DAX Wood Document Frame;Consumer;Furniture;Furnishings;205;18
US-2020-155544;Avery;Avery 505;Consumer;Office Supplies;Labels;206;207
US-2020-163223;Other;American Pencil;Corporate;Office Supplies;Art;207;76
US-2020-163223;Wilson Jones;"Wilson Jones Ledger-Size, Piano-Hinge Binder, 2"", Blue";Corporate;Office Supplies;Binders;208;294
US-2020-163223;Avery;Avery 492;Corporate;Office Supplies;Labels;209;226
US-2020-163223;Xerox;Xerox 1919;Corporate;Office Supplies;Paper;210;284
US-2020-163223;Samsung;Samsung Galaxy S4 Active;Corporate;Technology;Phones;211;409
US-2020-129609;Avery;Avery Hi-Liter EverBold Pen Style Fluorescent Highlighters, 4/Pack;Consumer;Office Supplies;Art;4;142
US-2020-148040;Office Star;Office Star - Mesh Screen back chair with Vinyl seat;Corporate;Furniture;Chairs;212;68
US-2020-148040;Xerox;Xerox 1951;Corporate;Office Supplies;Paper;213;370
US-2020-158057;GBC;GBC Prestige Therm-A-Bind Covers;Consumer;Office Supplies;Binders;214;18
US-2020-158057;C-Line;C-Line Peel & Stick Add-On Filing Pockets, 8-3/4 x 5-1/8, 10/Pack;Consumer;Office Supplies;Binders;215;487
US-2020-120838;Other;Economy Rollaway Files;Consumer;Office Supplies;Storage;216;98
US-2020-120838;Other;Ooma Telo VoIP Home Phone System;Consumer;Technology;Phones;217;487
US-2020-164749;Avery;Avery 476;Consumer;Office Supplies;Labels;218;158
US-2020-143637;DAX;DAX Contemporary Wood Frame with Silver Metal Mat, Desktop, 11 x 14 Size;Consumer;Furniture;Furnishings;219;49
US-2020-147235;Xerox;Xerox 190;Consumer;Office Supplies;Paper;220;402
US-2020-128237;BIC;BIC Brite Liner Grip Highlighters, Assorted, 5/Pack;Consumer;Office Supplies;Art;221;196
US-2020-128237;Other;"Eberhard Faber 3 1/2"" Golf Pencils";Consumer;Office Supplies;Art;222;79
US-2020-128237;Newell;Newell 35;Consumer;Office Supplies;Art;175;35
US-2020-128237;Imation;Imation Swivel Flash Drive USB flash drive - 8 GB;Consumer;Technology;Accessories;223;1
US-2020-148586;Iceberg;Iceberg Nesting Folding Chair, 19w x 6d x 43h;Consumer;Furniture;Chairs;224;264
US-2020-100860;Smead;Smead Alpha-Z Color-Coded Name Labels First Letter Starter Set;Consumer;Office Supplies;Labels;225;426
US-2020-138436;SanDisk;SanDisk Ultra 32 GB MicroSDHC Class 10 Memory Card;Corporate;Technology;Accessories;226;355
US-2020-141838;Newell;Newell 308;Corporate;Office Supplies;Art;227;250
US-2020-141838;Wilson Jones;Wilson Jones Leather-Like Binders with DublLock Round Rings;Corporate;Office Supplies;Binders;93;62
US-2020-141838;Griffin;Griffin GC17055 Auxiliary Audio Cable;Corporate;Technology;Phones;228;77
US-2020-100881;AT&T;AT&T TR1909W;Home Office;Technology;Phones;229;418
US-2020-117380;Chromcraft;Chromcraft Bull-Nose Wood Oval Conference Tables & Bases;Home Office;Furniture;Tables;230;122
US-2020-137869;Hon;Hon 94000 Series Round Tables;Consumer;Furniture;Tables;231;494
US-2020-137869;Poly;Poly String Tie Envelopes;Consumer;Office Supplies;Envelopes;232;275
US-2020-137274;Bush;Bush Advantage Collection Racetrack Conference Table;Consumer;Furniture;Tables;233;240
